word;anger;anticipation;disgust;fear;joy;sadness;surprise;trust
knuckles;0.439;0.0;0.0;0.0;0.0;0.0;0.0;0.0
koo;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.211
kudos;0.0;0.0;0.0;0.0;0.515;0.0;0.0;0.414
label;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.383
labor;0.0;0.383;0.0;0.0;0.106;0.0;0.281;0.414
labored;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0
labyrinth;0.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0
lace;0.118;0.0;0.0;0.111;0.0;0.118;0.0;0.344
lagging;0.281;0.18;0.234;0.0;0.0;0.344;0.0;0.0
lake;0.0;0.0;0.0;0.0;0.103;0.0;0.0;0.0
lamb;0.0;0.0;0.0;0.0;0.219;0.0;0.0;0.477
lament;0.0;0.0;0.383;0.422;0.0;0.636;0.0;0.0
lamenting;0.0;0.0;0.0;0.0;0.0;0.656;0.0;0.0
landmark;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.477
landslide;0.0;0.0;0.0;0.625;0.0;0.375;0.0;0.0
languishing;0.0;0.0;0.0;0.358;0.0;0.609;0.0;0.0
larceny;0.0;0.0;0.578;0.0;0.0;0.0;0.0;0.0
larger;0.0;0.0;0.164;0.0;0.0;0.0;0.297;0.383
laser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.352
lash;0.578;0.0;0.0;0.484;0.0;0.0;0.0;0.0
lastday;0.0;0.0;0.0;0.0;0.0;0.424;0.0;0.0
lastminute;0.0;0.0;0.0;0.219;0.0;0.0;0.0;0.0
late;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0
latent;0.266;0.273;0.305;0.0;0.0;0.0;0.156;0.0
latrines;0.0;0.0;0.656;0.0;0.0;0.0;0.0;0.0
latte;0.0;0.0;0.0;0.0;0.078;0.0;0.0;0.0
laud;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.453
laudation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.484
laudatory;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.492
laugh;0.0;0.0;0.0;0.0;0.891;0.0;0.258;0.0
laughable;0.0;0.0;0.18;0.0;0.0;0.0;0.0;0.0
laughing;0.0;0.0;0.0;0.0;0.864;0.0;0.0;0.0
laughs;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0
laughter;0.0;0.422;0.0;0.0;0.824;0.0;0.445;0.0
launch;0.0;0.641;0.0;0.0;0.0;0.0;0.0;0.0
launches;0.0;0.0;0.0;0.344;0.0;0.0;0.0;0.0
laureate;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.523
laurels;0.0;0.0;0.0;0.0;0.521;0.0;0.0;0.0
lava;0.234;0.0;0.0;0.588;0.0;0.0;0.0;0.0
lavatory;0.0;0.0;0.586;0.0;0.0;0.0;0.0;0.0
lavender;0.0;0.0;0.0;0.0;0.409;0.0;0.0;0.0
law;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.547
lawful;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.641
lawlessness;0.563;0.0;0.0;0.531;0.0;0.0;0.0;0.0
lawsuit;0.386;0.0;0.336;0.562;0.0;0.344;0.43;0.0
lawyer;0.25;0.0;0.352;0.349;0.0;0.0;0.0;0.0
lax;0.0;0.0;0.0;0.0;0.0;0.266;0.0;0.0
laxative;0.0;0.0;0.641;0.312;0.0;0.0;0.0;0.0
lazyday;0.0;0.0;0.0;0.0;0.318;0.0;0.0;0.0
leader;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.68
leading;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.641
leaf;0.0;0.0;0.0;0.0;0.065;0.0;0.0;0.0
lean;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.383
leaning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.383
leap;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.414
leave;0.0;0.0;0.0;0.0;0.0;0.328;0.234;0.0
leavemealone;0.517;0.0;0.0;0.0;0.0;0.0;0.0;0.0
leaving;0.0;0.0;0.0;0.0;0.0;0.266;0.0;0.0
leeches;0.0;0.0;0.75;0.531;0.0;0.0;0.0;0.0
leer;0.0;0.0;0.492;0.0;0.0;0.0;0.0;0.0
leery;0.0;0.0;0.0;0.0;0.0;0.0;0.469;0.0
leftout;0.0;0.0;0.0;0.0;0.0;0.469;0.0;0.0
legal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.641
legalized;0.145;0.0;0.0;0.156;0.203;0.0;0.0;0.578
legislator;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.406
legislature;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.336
legitimacy;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.633
leisure;0.0;0.547;0.0;0.0;0.515;0.0;0.086;0.406
lemon;0.0;0.0;0.109;0.0;0.0;0.0;0.0;0.0
lender;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43
lens;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.336
leprosy;0.0;0.0;0.773;0.766;0.0;0.719;0.0;0.0
lesbian;0.0;0.0;0.289;0.0;0.0;0.141;0.0;0.0
lesbians;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43
less;0.0;0.0;0.0;0.167;0.0;0.0;0.0;0.0
lessen;0.0;0.336;0.0;0.0;0.0;0.0;0.0;0.0
lesser;0.0;0.0;0.188;0.0;0.0;0.0;0.0;0.0
lesson;0.0;0.367;0.0;0.0;0.0;0.0;0.0;0.461
lethal;0.0;0.0;0.536;0.806;0.0;0.797;0.0;0.0
lethargy;0.0;0.0;0.0;0.0;0.0;0.438;0.0;0.0
letter;0.0;0.484;0.0;0.0;0.0;0.0;0.0;0.0
lettered;0.0;0.398;0.0;0.0;0.0;0.0;0.0;0.359
leukemia;0.365;0.0;0.0;0.688;0.0;0.797;0.0;0.0
levee;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.297
level;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.453
lewd;0.0;0.0;0.719;0.0;0.0;0.0;0.0;0.0
liar;0.0;0.0;0.539;0.0;0.0;0.0;0.0;0.0
libel;0.4;0.0;0.0;0.348;0.0;0.0;0.0;0.219
liberate;0.172;0.695;0.0;0.0;0.485;0.0;0.523;0.523
liberation;0.0;0.727;0.0;0.0;0.531;0.0;0.414;0.0
liberty;0.0;0.555;0.0;0.0;0.486;0.0;0.312;0.547
lick;0.0;0.0;0.398;0.0;0.0;0.0;0.0;0.0
lie;0.348;0.0;0.445;0.0;0.0;0.585;0.0;0.0
lieutenant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.508
life;0.0;0.0;0.0;0.0;0.438;0.0;0.0;0.0
lifeisgood;0.0;0.0;0.0;0.0;0.766;0.0;0.0;0.0
lifeless;0.0;0.0;0.0;0.781;0.0;0.797;0.0;0.0
lifestyle;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.461
lifesucks;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0
lifetime;0.0;0.0;0.0;0.0;0.234;0.0;0.0;0.0
lifted;0.0;0.0;0.0;0.0;0.547;0.0;0.0;0.0
light;0.0;0.0;0.0;0.0;0.297;0.0;0.0;0.0
lighten;0.0;0.0;0.0;0.0;0.409;0.0;0.0;0.0
lightning;0.189;0.0;0.0;0.594;0.0;0.0;0.594;0.0
lights;0.0;0.0;0.0;0.0;0.203;0.0;0.0;0.0
like;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.484
liking;0.0;0.0;0.0;0.0;0.562;0.0;0.0;0.609
limited;0.292;0.0;0.0;0.0;0.0;0.167;0.0;0.0
lines;0.0;0.0;0.0;0.031;0.0;0.0;0.0;0.0
linger;0.0;0.391;0.0;0.0;0.0;0.0;0.0;0.0
linguist;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.406
lion;0.0;0.0;0.0;0.484;0.0;0.0;0.0;0.0
liquor;0.075;0.0;0.0;0.0;0.188;0.0;0.0;0.0
listenting;0.0;0.0;0.0;0.0;0.359;0.0;0.0;0.0
listless;0.0;0.0;0.0;0.0;0.0;0.729;0.0;0.0
listneing;0.0;0.0;0.0;0.0;0.212;0.0;0.0;0.0
litigate;0.359;0.5;0.352;0.312;0.0;0.344;0.0;0.0
litigious;0.484;0.0;0.414;0.0;0.0;0.0;0.0;0.0
littlethings;0.0;0.0;0.0;0.0;0.391;0.0;0.0;0.0
live;0.0;0.0;0.0;0.0;0.406;0.0;0.0;0.0
livelife;0.0;0.0;0.0;0.0;0.574;0.0;0.0;0.0
livid;0.821;0.0;0.469;0.0;0.0;0.0;0.0;0.0
living;0.0;0.0;0.0;0.0;0.312;0.0;0.0;0.0
lml;0.0;0.0;0.0;0.0;0.422;0.0;0.0;0.0
loath;0.781;0.0;0.0;0.0;0.0;0.0;0.0;0.0
loathe;0.909;0.0;0.617;0.0;0.0;0.0;0.0;0.0
loathful;0.0;0.0;0.672;0.0;0.0;0.0;0.0;0.0
loathing;0.0;0.0;0.672;0.0;0.0;0.0;0.0;0.0
loathsome;0.857;0.0;0.773;0.0;0.0;0.0;0.0;0.0
localize;0.0;0.352;0.0;0.0;0.0;0.0;0.0;0.0
locate;0.0;0.0;0.0;0.094;0.0;0.0;0.0;0.0
lockup;0.0;0.0;0.0;0.453;0.0;0.359;0.0;0.0
locust;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0
lodging;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.445
lone;0.0;0.0;0.0;0.0;0.0;0.446;0.0;0.0
loneliness;0.0;0.0;0.0;0.344;0.0;0.766;0.0;0.0
lonely;0.109;0.0;0.297;0.183;0.0;0.656;0.0;0.0
lonesome;0.0;0.0;0.0;0.0;0.0;0.734;0.0;0.0
long;0.0;0.406;0.0;0.0;0.0;0.0;0.0;0.0
longing;0.0;0.602;0.0;0.0;0.0;0.594;0.0;0.0
loo;0.0;0.0;0.562;0.0;0.0;0.0;0.0;0.0
lookout;0.0;0.609;0.0;0.0;0.0;0.0;0.0;0.0
loom;0.0;0.516;0.0;0.328;0.0;0.0;0.0;0.0
looming;0.0;0.0;0.0;0.438;0.0;0.0;0.0;0.0
loon;0.0;0.0;0.398;0.0;0.0;0.0;0.0;0.0
lord;0.0;0.0;0.125;0.0;0.312;0.0;0.0;0.445
lose;0.261;0.0;0.25;0.391;0.0;0.509;0.383;0.0
losing;0.349;0.0;0.0;0.0;0.0;0.594;0.0;0.0
loss;0.324;0.0;0.0;0.578;0.0;0.688;0.0;0.0
lost;0.0;0.0;0.0;0.0;0.0;0.625;0.0;0.0
lottery;0.0;0.703;0.0;0.0;0.0;0.0;0.0;0.0
loudness;0.359;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lounging;0.0;0.0;0.0;0.0;0.297;0.0;0.0;0.0
louse;0.0;0.0;0.617;0.0;0.0;0.0;0.0;0.0
lovable;0.0;0.0;0.0;0.0;0.773;0.0;0.0;0.648
love;0.0;0.0;0.0;0.0;0.828;0.0;0.0;0.758
loved;0.0;0.0;0.0;0.0;0.859;0.0;0.0;0.0
lovee;0.0;0.0;0.0;0.0;0.92;0.0;0.0;0.0
loveee;0.0;0.0;0.0;0.0;0.932;0.0;0.0;0.0
lovelife;0.0;0.0;0.0;0.0;0.703;0.0;0.0;0.0
lovelovelove;0.0;0.0;0.0;0.0;0.906;0.0;0.0;0.0
lovely;0.0;0.555;0.0;0.0;0.719;0.009;0.18;0.586
lovemaking;0.0;0.0;0.0;0.0;0.812;0.0;0.0;0.562
lovemylife;0.0;0.0;0.0;0.0;0.797;0.0;0.0;0.0
lover;0.0;0.562;0.0;0.0;0.719;0.0;0.0;0.477
lovethis;0.0;0.0;0.0;0.0;0.891;0.0;0.0;0.0
loving;0.0;0.0;0.0;0.0;0.879;0.0;0.0;0.641
lovinglife;0.0;0.0;0.0;0.0;0.875;0.0;0.0;0.0
lovinlife;0.0;0.0;0.0;0.0;0.797;0.0;0.0;0.0
lower;0.0;0.0;0.0;0.0;0.0;0.203;0.0;0.0
lowest;0.0;0.0;0.0;0.0;0.0;0.478;0.0;0.0
lowly;0.0;0.0;0.0;0.0;0.0;0.448;0.0;0.0
loyal;0.0;0.0;0.0;0.094;0.485;0.0;0.148;0.75
loyalty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.805
lsd;0.0;0.0;0.0;0.0;0.286;0.0;0.0;0.0
luck;0.0;0.594;0.0;0.0;0.484;0.0;0.508;0.0
luckiest;0.0;0.0;0.0;0.0;0.712;0.0;0.0;0.0
lucky;0.0;0.0;0.0;0.0;0.721;0.0;0.539;0.0
luckygirl;0.0;0.0;0.0;0.0;0.576;0.0;0.0;0.0
lull;0.0;0.266;0.0;0.0;0.0;0.0;0.0;0.0
lumpy;0.0;0.0;0.336;0.0;0.0;0.0;0.0;0.0
lunacy;0.574;0.0;0.602;0.625;0.0;0.438;0.0;0.0
lunatic;0.688;0.0;0.594;0.656;0.0;0.0;0.0;0.0
luncheon;0.0;0.0;0.0;0.0;0.172;0.0;0.0;0.0
lunge;0.0;0.0;0.0;0.0;0.0;0.0;0.539;0.0
lurid;0.0;0.0;0.594;0.0;0.0;0.0;0.0;0.0
luscious;0.0;0.43;0.0;0.0;0.682;0.0;0.0;0.0
lush;0.0;0.0;0.188;0.0;0.47;0.109;0.0;0.0
lust;0.0;0.625;0.0;0.0;0.0;0.0;0.0;0.0
luster;0.0;0.0;0.0;0.0;0.469;0.0;0.0;0.0
lusty;0.0;0.0;0.43;0.0;0.0;0.0;0.0;0.0
luxurious;0.0;0.0;0.0;0.0;0.734;0.0;0.0;0.0
luxury;0.0;0.0;0.0;0.0;0.712;0.0;0.0;0.406
lying;0.408;0.0;0.531;0.0;0.0;0.0;0.0;0.0
lynch;0.69;0.0;0.766;0.719;0.0;0.773;0.0;0.0
lyre;0.0;0.0;0.0;0.0;0.234;0.0;0.0;0.0
lyrical;0.0;0.0;0.0;0.0;0.439;0.0;0.0;0.0
mace;0.0;0.0;0.0;0.438;0.0;0.0;0.0;0.0
machine;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.289
mad;0.688;0.0;0.484;0.547;0.0;0.5;0.0;0.0
madden;0.719;0.0;0.0;0.5;0.0;0.0;0.0;0.0
madder;0.773;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mademyday;0.0;0.0;0.0;0.0;0.848;0.0;0.0;0.0
madman;0.82;0.0;0.0;0.625;0.0;0.0;0.0;0.0
madness;0.491;0.0;0.0;0.675;0.0;0.0;0.0;0.0
mafia;0.0;0.0;0.0;0.734;0.0;0.0;0.0;0.0
mag;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.234
mage;0.0;0.0;0.0;0.297;0.0;0.0;0.0;0.0
maggot;0.0;0.0;0.844;0.0;0.0;0.0;0.0;0.0
magic;0.0;0.0;0.0;0.0;0.712;0.0;0.0;0.0
magical;0.0;0.609;0.0;0.0;0.742;0.0;0.609;0.0
magician;0.0;0.0;0.0;0.0;0.0;0.0;0.484;0.0
magnet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.367
magnetic;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.461
magnificence;0.0;0.57;0.0;0.0;0.797;0.0;0.0;0.609
magnificent;0.0;0.531;0.0;0.0;0.859;0.0;0.508;0.586
magnify;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.445
mail;0.0;0.461;0.0;0.0;0.0;0.0;0.0;0.0
mainstay;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.602
maintenance;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.422
majestic;0.0;0.578;0.0;0.0;0.682;0.0;0.523;0.625
majesty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
majority;0.0;0.0;0.0;0.0;0.073;0.0;0.0;0.539
makesmehappy;0.0;0.0;0.0;0.0;0.922;0.0;0.0;0.0
makesmemad;0.688;0.0;0.0;0.0;0.0;0.0;0.0;0.0
makingdisciples;0.0;0.0;0.0;0.0;0.136;0.0;0.0;0.0
malaise;0.0;0.0;0.0;0.0;0.0;0.547;0.0;0.0
malaria;0.0;0.0;0.781;0.609;0.0;0.547;0.0;0.0
malevolent;0.721;0.0;0.547;0.703;0.0;0.672;0.0;0.0
malfeasance;0.0;0.0;0.641;0.0;0.0;0.0;0.0;0.0
malice;0.852;0.0;0.0;0.625;0.0;0.0;0.0;0.0
malicious;0.859;0.0;0.617;0.656;0.0;0.719;0.0;0.0
malign;0.562;0.0;0.492;0.0;0.0;0.0;0.0;0.0
malignancy;0.0;0.0;0.0;0.742;0.0;0.803;0.0;0.0
malignant;0.656;0.0;0.0;0.734;0.0;0.0;0.0;0.0
malpractice;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mamma;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.641
manage;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.461
management;0.102;0.0;0.0;0.0;0.0;0.0;0.0;0.516
mandamus;0.0;0.0;0.0;0.359;0.0;0.0;0.0;0.0
mandarin;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.297
mange;0.0;0.0;0.656;0.562;0.0;0.0;0.0;0.0
mangle;0.714;0.0;0.578;0.672;0.0;0.656;0.0;0.0
maniac;0.67;0.0;0.0;0.781;0.0;0.0;0.0;0.0
manic;0.0;0.0;0.0;0.625;0.0;0.0;0.0;0.0
manicure;0.0;0.0;0.0;0.0;0.344;0.0;0.0;0.0
manifestation;0.0;0.0;0.0;0.531;0.0;0.0;0.0;0.0
manipulation;0.603;0.0;0.0;0.531;0.0;0.0;0.0;0.0
manslaughter;0.783;0.0;0.812;0.828;0.0;0.833;0.719;0.0
manual;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.367
manure;0.0;0.0;0.82;0.0;0.0;0.0;0.0;0.0
margin;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0
marine;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.367
marriage;0.0;0.656;0.0;0.0;0.514;0.0;0.0;0.695
marrow;0.0;0.0;0.0;0.0;0.078;0.0;0.0;0.367
marry;0.0;0.594;0.0;0.125;0.676;0.0;0.242;0.594
marshal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.469
martial;0.426;0.0;0.0;0.0;0.0;0.0;0.0;0.0
martyr;0.0;0.0;0.0;0.562;0.0;0.556;0.0;0.0
martyrdom;0.0;0.0;0.0;0.562;0.0;0.594;0.0;0.0
marvel;0.0;0.0;0.0;0.0;0.0;0.0;0.539;0.0
marvellous;0.0;0.0;0.0;0.0;0.833;0.0;0.0;0.0
marvelous;0.0;0.0;0.0;0.0;0.824;0.0;0.5;0.0
marvelously;0.0;0.0;0.0;0.0;0.881;0.0;0.0;0.0
masks;0.0;0.0;0.0;0.562;0.0;0.0;0.0;0.0
masochism;0.556;0.0;0.664;0.594;0.0;0.0;0.0;0.0
massacre;0.882;0.0;0.883;0.911;0.0;0.931;0.0;0.0
massage;0.0;0.0;0.0;0.0;0.47;0.0;0.0;0.0
masterpiece;0.0;0.0;0.0;0.0;0.561;0.0;0.0;0.0
mastery;0.25;0.0;0.0;0.0;0.53;0.0;0.0;0.672
matchmaker;0.0;0.57;0.0;0.0;0.0;0.0;0.0;0.0
mate;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.586
materialist;0.0;0.0;0.328;0.0;0.0;0.0;0.0;0.0
maternal;0.0;0.391;0.0;0.0;0.0;0.0;0.0;0.0
mathematical;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.477
matrimony;0.0;0.609;0.0;0.0;0.531;0.0;0.0;0.648
matron;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.57
matter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.477
matters;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.445
mau;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.312
mausoleum;0.0;0.0;0.0;0.0;0.0;0.63;0.0;0.0
maxim;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.359
mayhem;0.0;0.0;0.0;0.69;0.0;0.0;0.0;0.0
meaningful;0.0;0.0;0.0;0.0;0.391;0.0;0.0;0.0
meaningless;0.0;0.0;0.0;0.0;0.0;0.409;0.0;0.0
measles;0.0;0.0;0.696;0.359;0.0;0.469;0.0;0.0
measure;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.516
measured;0.0;0.0;0.0;0.0;0.152;0.0;0.0;0.57
medal;0.0;0.477;0.0;0.0;0.424;0.0;0.289;0.461
meddle;0.341;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mediate;0.0;0.414;0.0;0.0;0.0;0.0;0.0;0.555
mediator;0.0;0.32;0.0;0.0;0.0;0.0;0.0;0.609
medical;0.0;0.438;0.0;0.297;0.0;0.0;0.0;0.508
medication;0.0;0.0;0.0;0.156;0.0;0.0;0.0;0.0
meditate;0.0;0.344;0.0;0.0;0.438;0.0;0.0;0.555
meditating;0.0;0.0;0.0;0.0;0.297;0.0;0.0;0.0
meditation;0.0;0.0;0.0;0.0;0.446;0.0;0.0;0.0
meek;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0
meh;0.0;0.0;0.0;0.0;0.0;0.188;0.0;0.0
melancholic;0.0;0.0;0.0;0.0;0.0;0.591;0.0;0.0
melancholy;0.0;0.0;0.0;0.0;0.0;0.621;0.0;0.0
melee;0.0;0.0;0.0;0.734;0.0;0.0;0.0;0.0
mellow;0.0;0.0;0.0;0.0;0.318;0.0;0.0;0.0
melodrama;0.212;0.0;0.0;0.0;0.0;0.242;0.0;0.0
melody;0.0;0.0;0.0;0.0;0.348;0.0;0.0;0.0
meltdown;0.0;0.0;0.0;0.625;0.0;0.703;0.0;0.0
memorable;0.0;0.0;0.0;0.0;0.5;0.0;0.336;0.539
memorial;0.0;0.0;0.0;0.0;0.0;0.547;0.0;0.0
memorials;0.0;0.0;0.0;0.0;0.0;0.453;0.0;0.0
memories;0.0;0.0;0.0;0.0;0.0;0.172;0.0;0.0
memoriesiwontforget;0.0;0.0;0.0;0.0;0.682;0.0;0.0;0.0
menace;0.545;0.0;0.0;0.672;0.0;0.0;0.0;0.0
menacing;0.735;0.0;0.0;0.672;0.0;0.0;0.0;0.0
mental;0.0;0.0;0.0;0.391;0.0;0.0;0.0;0.0
mentalhealth;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0
mentor;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.703
mercenary;0.0;0.0;0.0;0.625;0.0;0.0;0.0;0.0
merchandise;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.398
merchant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.242
merci;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.438
merciless;0.0;0.0;0.0;0.609;0.0;0.0;0.0;0.0
merge;0.0;0.539;0.0;0.0;0.0;0.0;0.0;0.0
merit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.664
meritorious;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.586
merriment;0.0;0.0;0.0;0.0;0.912;0.0;0.453;0.0
merry;0.0;0.0;0.0;0.0;0.727;0.0;0.0;0.0
merrychristmas;0.0;0.0;0.0;0.0;0.712;0.0;0.0;0.0
mess;0.0;0.0;0.484;0.0;0.0;0.0;0.0;0.0
messedup;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0
messenger;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.391
messy;0.0;0.0;0.57;0.0;0.0;0.0;0.0;0.0
metime;0.0;0.0;0.0;0.0;0.688;0.0;0.0;0.0
microscope;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.367
midwife;0.0;0.406;0.0;0.0;0.288;0.0;0.0;0.555
mighty;0.172;0.0;0.0;0.203;0.438;0.0;0.0;0.469
migraine;0.0;0.0;0.0;0.0;0.0;0.297;0.0;0.0
mildew;0.0;0.0;0.633;0.0;0.0;0.0;0.0;0.0
militants;0.0;0.0;0.0;0.672;0.0;0.0;0.0;0.0
military;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0
militia;0.375;0.0;0.0;0.672;0.0;0.344;0.0;0.0
mill;0.0;0.305;0.0;0.0;0.0;0.0;0.0;0.0
mimicry;0.0;0.0;0.0;0.0;0.0;0.0;0.266;0.0
minat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.258
mind;0.0;0.0;0.086;0.0;0.0;0.0;0.0;0.0
minded;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.516
mindfulness;0.0;0.0;0.0;0.0;0.455;0.0;0.0;0.0
mine;0.0;0.0;0.0;0.0;0.297;0.0;0.0;0.0
ministry;0.0;0.0;0.0;0.0;0.266;0.0;0.0;0.594
miracle;0.0;0.633;0.0;0.0;0.742;0.0;0.859;0.562
miracles;0.0;0.0;0.0;0.0;0.758;0.0;0.0;0.0
miraculous;0.0;0.0;0.0;0.0;0.773;0.0;0.773;0.0
mire;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0
mirth;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0
misbehavior;0.351;0.0;0.352;0.0;0.0;0.0;0.5;0.0
miscarriage;0.0;0.0;0.0;0.719;0.0;0.824;0.0;0.0
misconception;0.219;0.0;0.25;0.375;0.0;0.0;0.0;0.0
misconduct;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0
miserable;0.594;0.0;0.547;0.0;0.0;0.844;0.0;0.0
miserably;0.0;0.0;0.0;0.0;0.0;0.734;0.0;0.0
misery;0.547;0.0;0.594;0.734;0.0;0.938;0.0;0.0
misfortune;0.0;0.0;0.0;0.562;0.0;0.516;0.0;0.0
misguided;0.0;0.0;0.195;0.0;0.0;0.0;0.0;0.0
mishap;0.0;0.0;0.32;0.328;0.0;0.338;0.594;0.0
mislead;0.455;0.0;0.0;0.297;0.0;0.297;0.0;0.18
misleading;0.344;0.0;0.321;0.0;0.0;0.0;0.0;0.0
misplace;0.172;0.0;0.156;0.0;0.0;0.0;0.0;0.0
misrepresentation;0.0;0.0;0.0;0.0;0.0;0.259;0.0;0.0
misrepresented;0.422;0.0;0.0;0.0;0.0;0.0;0.0;0.0
miss;0.0;0.0;0.0;0.0;0.0;0.379;0.0;0.0
missile;0.0;0.0;0.0;0.734;0.0;0.0;0.0;0.0
missiles;0.0;0.0;0.0;0.934;0.0;0.0;0.0;0.0
missing;0.0;0.0;0.0;0.474;0.0;0.719;0.0;0.0
missingyou;0.0;0.0;0.0;0.0;0.0;0.672;0.0;0.0
misspell;0.136;0.0;0.0;0.0;0.0;0.0;0.0;0.0
misstatement;0.197;0.0;0.234;0.0;0.0;0.0;0.0;0.0
mistake;0.0;0.0;0.0;0.0;0.0;0.312;0.0;0.0
mistaken;0.0;0.0;0.0;0.281;0.0;0.0;0.0;0.0
mistakes;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.133
mistletoe;0.0;0.0;0.0;0.0;0.547;0.0;0.0;0.0
mistress;0.182;0.0;0.523;0.0;0.0;0.0;0.0;0.0
mistrust;0.0;0.0;0.422;0.5;0.0;0.0;0.0;0.0
misty;0.0;0.0;0.0;0.0;0.0;0.234;0.0;0.0
misunderstanding;0.195;0.0;0.0;0.0;0.0;0.359;0.0;0.0
misuse;0.297;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mite;0.0;0.0;0.516;0.0;0.0;0.0;0.0;0.0
mixedemotions;0.0;0.0;0.0;0.0;0.0;0.266;0.0;0.0
mlk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.438
moan;0.0;0.0;0.0;0.394;0.0;0.484;0.0;0.0
